Time,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.ts_T_inside_min,sFH_FMU.ts_T_inside_max,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.res_elec,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.mFlow_DHW,sFH_FMU.TDem_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.table_HT_NT.y[1],sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.price_el
517500,292.0739,291.15,291.65,318.4379,315.50223,1074.2555,0,0,0,0,0.19605914,1296.0428,300.73868,1909.5913,0,0,2100,319.67102,321.8444,292.64847,37.809284,-40.7856,292.15198,0.4239222,0,0,7.263441e-05,0,0,0,1296.0428,0,283.15,0,221.78737,0.316,0.26318082,0.000346
518400,292.0401,291.15,291.65,319.75082,315.4837,1099.3754,0,0,0,0,0.19605234,1159.2299,300.72134,1909.9839,0,0,2100,320.98727,323.16107,292.63113,37.515125,-40.952904,292.11765,0.3901048,0,0,7.263441e-05,0,0,0,1159.2299,0,283.15,0,59.854515,0.316,0.2720872,0.000346
519300,291.97958,291.15,291.65,320.78235,315.46518,0,0,0,0,0,0.19604553,61.477524,300.69733,0,0,0,0,323.08322,324.16608,292.60712,44.503258,-46.816063,292.0694,0.32958415,0,0,7.263441e-05,0,0,0,61.477524,0,283.15,0,61.477524,0.316,0.2720872,0.000346
520200,291.94397,291.15,291.65,320.75934,315.44666,0,0,0,0,0,0.19603872,61.197655,300.67868,0,0,0,0,323.08322,324.16608,292.58847,44.02704,-48.2835,292.03293,0.2939649,0,0,7.263441e-05,0,0,0,61.197655,0,283.15,0,61.197655,0.316,0.2720872,0.000346
521100,291.90994,291.15,291.65,320.73633,315.42816,0,0,0,0,0,0.19603191,60.508217,300.66135,0,0,0,0,323.08322,324.16608,292.57114,43.908028,-48.868206,291.9987,0.259949,0,0,7.263441e-05,0,0,0,60.508217,0,283.15,0,60.508217,0.316,0.2720872,0.000346
522000,291.8765,291.15,291.65,320.71332,315.4097,0,0,0,0,0,0.1960251,60.929745,300.64435,0,0,0,0,323.08322,324.16608,292.55414,43.804478,-49.36067,291.96506,0.22650434,0,0,7.263441e-05,0,0,0,60.929745,0,283.15,0,60.929745,0.316,0.24988459,0.000346
522900,291.84375,291.15,291.65,320.69037,315.3912,0,0,0,0,0,0.19601831,61.42641,300.62762,0,0,0,0,323.08322,324.16608,292.5374,43.6335,-49.799973,291.93198,0.1937425,0,0,7.263441e-05,0,0,0,61.42641,0,283.15,0,61.42641,0.316,0.24988459,0.000346
523800,291.81158,291.15,291.65,320.6674,315.37277,0,0,0,0,0,0.1960115,125.199066,300.61118,0,0,0,0,323.08322,324.16608,292.52097,43.426495,-50.16559,291.89944,0.16158418,0,0,7.263441e-05,0,0,0,125.199066,0,283.15,0,125.199066,0.316,0.24988459,0.000346
524700,291.77972,291.15,291.65,320.64447,315.3543,0,0,0,0,0,0.19600469,130.906,300.5949,0,0,0,0,323.08322,324.16608,292.5047,43.2423,-50.49088,291.86728,0.12972687,0,0,7.263441e-05,0,0,0,130.906,0,283.15,0,130.906,0.316,0.24988459,0.000346
525600,291.74783,291.15,291.65,320.62155,315.33588,0,0,0,0,0,0.19599788,132.02283,300.5787,0,0,0,0,323.08322,324.16608,292.4885,43.135998,-50.825527,291.8352,0.097843915,0,0,7.263441e-05,0,0,0,132.02283,0,283.15,0,132.02283,0.316,0.21740381,0.000346
526500,291.7158,291.15,291.65,320.59866,315.31747,0,0,0,0,0,0.19599108,131.35368,300.5625,0,0,0,0,323.08322,324.16608,292.4723,43.10034,-51.213123,291.80307,0.06579734,0,0,7.263441e-05,0,0,0,131.35368,0,283.15,0,131.35368,0.316,0.21740381,0.000346
527400,291.68384,291.15,291.65,320.57578,315.29907,0,0,0,0,0,0.19598427,115.33291,300.54636,0,0,0,0,323.08322,324.16608,292.45615,43.06809,-51.634518,291.7711,0.03384311,0,0,7.263441e-05,0,0,0,115.33291,0,283.15,0,115.33291,0.316,0.21740381,0.000346
528300,291.65204,291.15,291.65,320.55292,315.28067,0,0,0,0,0,0.19597746,96.6058,300.53027,0,0,0,0,323.08322,324.16608,292.44006,43.040638,-52.052315,291.73923,0.0020468857,0,0,7.263441e-05,0,0,0,96.6058,0,283.15,0,96.6058,0.316,0.21740381,0.000346
529200,291.6204,291.15,291.65,320.53006,315.2623,0,0,0,0,0,0.19597067,155.13881,300.51428,0,0,0,0,323.08322,324.16608,292.42407,43.019985,-52.463787,291.70755,0,0,0,7.263441e-05,0,0,0,155.13881,0,283.15,0,155.13881,0.316,0.21508226,0.000346
530100,291.58887,291.15,291.65,320.50723,315.24393,0,0,0,0,0,0.19596386,153.8766,300.49835,0,0,0,0,323.08322,324.16608,292.40817,43.005577,-52.868893,291.676,0,0,0,7.263441e-05,0,0,0,153.8766,0,283.15,0,153.8766,0.316,0.21508226,0.000346
531000,291.5575,291.15,291.65,320.48444,315.2256,0,0,0,0,0,0.19595705,155.60135,300.4825,0,0,0,0,323.08322,324.16608,292.3923,42.997097,-53.26754,291.6446,0,0,0,7.263441e-05,0,0,0,155.60135,0,283.15,0,155.60135,0.316,0.21508226,0.000346
531900,291.5262,291.15,291.65,320.46164,315.20724,0,0,0,0,0,0.19595025,81.27233,300.46674,0,0,0,0,323.08322,324.16608,292.37653,42.993965,-53.659863,291.6133,0,0,0,7.263441e-05,0,0,0,81.27233,0,283.15,0,81.27233,0.316,0.21508226,0.000346
532800,291.49503,291.15,291.65,320.43887,315.1889,0,0,0,0,0,0.19594344,62.401043,300.45102,0,0,0,0,323.08322,324.16608,292.36084,42.995995,-54.04564,291.58215,0,0,0,7.263441e-05,0,0,0,62.401043,0,283.15,0,62.401043,0.316,0.21522999,0.000346
533700,291.46402,291.15,291.65,320.4161,315.1706,0,0,0,0,0,0.19593665,61.679333,300.4354,0,0,0,0,323.08322,324.16608,292.34518,42.990402,-54.42604,291.55112,0,0,0,7.263441e-05,0,0,0,61.679333,0,283.15,0,61.679333,0.316,0.21522999,0.000346
534600,291.4333,291.15,291.65,320.39337,315.1523,0,0,0,0,0,0.19592984,61.543545,300.41986,0,0,0,0,323.08322,324.16608,292.32965,42.946365,-54.781216,291.5203,0,0,0,7.263441e-05,0,0,0,61.543545,0,283.15,0,61.543545,0.316,0.21522999,0.000346
535500,291.40298,291.15,291.65,320.37067,315.13403,0,0,0,0,0,0.19592305,60.452538,300.40448,0,0,0,0,323.08322,324.16608,292.31427,42.845955,-55.092068,291.4898,0,0,0,7.263441e-05,0,0,0,60.452538,0,283.15,0,60.452538,0.316,0.21522999,0.000346
536400,291.37317,291.15,291.65,320.34796,315.11575,0,0,0,0,0,0.19591624,60.73193,300.38928,0,0,0,0,323.08322,324.16608,292.29907,42.67169,-55.35116,291.4597,0,0,0,7.263441e-05,0,0,0,60.73193,0,283.15,0,60.73193,0.316,0.24268775,0.000346
537300,291.344,291.15,291.65,320.3253,315.0975,0,0,0,0,0,0.19590944,60.85334,300.37433,0,0,0,0,323.08322,324.16608,292.28412,42.404495,-55.526104,291.43005,0,0,0,7.263441e-05,0,0,0,60.85334,0,283.15,0,60.85334,0.316,0.24268775,0.000346
538200,291.3155,291.15,291.65,320.30264,315.07925,0,0,0,0,0,0.19590263,60.470715,300.35962,0,0,0,0,323.08322,324.16608,292.2694,42.056324,-55.61665,291.4009,0,0,0,7.263441e-05,0,0,0,60.470715,0,283.15,0,60.470715,0.316,0.24268775,0.000346
539100,291.28754,291.15,291.65,320.28,315.061,0,0,0,0,0,0.19589584,61.331654,300.34515,0,0,0,0,323.08322,324.16608,292.25497,41.658016,-55.624695,291.37225,0,0,0,7.263441e-05,0,0,0,61.331654,0,283.15,0,61.331654,0.316,0.24268775,0.000346
540000,291.25995,291.15,291.65,320.25735,315.04282,0,0,0,0,0,0.19588903,60.687965,300.33087,0,0,0,0,323.08322,324.16608,292.24066,41.236828,-55.583427,291.34393,0,0,0,7.263441e-05,0,0,0,60.687965,0,283.15,0,60.687965,0.376,0.29587263,0.000346
540900,291.23267,291.15,291.65,320.23477,315.0246,0,0,0,0,0,0.19588223,61.68361,300.31674,0,0,0,0,323.08322,324.16608,292.22653,40.79077,-55.51763,291.3159,0,0,0,7.263441e-05,0,0,0,61.68361,0,283.15,0,61.68361,0.376,0.29587263,0.000346
541800,291.2058,291.15,291.65,320.21216,315.0064,0,0,0,0,0,0.19587542,60.670204,300.30276,0,0,0,0,323.08322,324.16608,292.2126,40.315678,-55.408493,291.2882,0,0,0,7.263441e-05,0,0,0,60.670204,0,283.15,0,60.670204,0.376,0.29587263,0.000346
542700,291.1791,291.15,291.65,320.1896,314.98822,0,0,0,0,0,0.19586863,60.95846,300.2889,0,0,0,0,323.08322,324.16608,292.1987,39.861286,-55.278744,291.26068,0,0,0,7.263441e-05,0,0,0,60.95846,0,283.15,0,60.95846,0.376,0.29587263,0.000346
543600,291.15228,291.15,291.65,320.16705,314.97006,0,0,0,0,0,0.19586182,103.48005,300.2751,0,0,0,0,323.08322,324.16608,292.18488,39.477043,-55.165154,291.23322,0,0,0,7.263441e-05,0,0,0,103.48005,0.05666667,300.15,0,103.48005,0.376,0.3221485,0.000346
544500,291.6299,291.15,291.65,317.6991,312.09744,0,0,0,0,0,0.19585502,646.1254,306.41174,0,0,0,0,323.08322,324.16608,292.857,333.68347,448.19366,292.29895,0,0,0,7.263441e-05,0,0,0,646.1254,0,283.15,0,646.1254,0.376,0.3221485,0.000346
545400,291.1786,291.15,291.65,317.67862,312.08267,0,0,0,0,0,0.19584823,2573.1306,305.78568,0,0,0,0,323.08322,324.16608,292.23096,61.382626,-8.841155,291.30164,0,0,0,7.263441e-05,0,0,0,2573.1306,0.01,286.15,0,2573.1306,0.376,0.3221485,0.000346
546300,291.7398,291.15,291.65,315.3305,311.9778,0,0,0,0,0,0.19584142,2141.0308,306.2982,0,0,0,0,323.08322,324.16608,293.13373,489.5938,666.9344,292.72144,0.08979638,0,0,7.263441e-05,0,0,0,2141.0308,0,283.15,0,2141.0308,0.376,0.3221485,0.000346
547200,291.16898,293.65,294.15,315.31186,311.96198,0,0,0,0,0,0.19583462,854.38226,319.47894,0,0,0,0,323.08322,324.16608,291.32913,70.940216,3.7489772,291.31122,2.4810138,0,0,7.263441e-05,0,0,0,854.38226,0.01,286.15,0,854.38226,0.376,0.33972907,0.000346
548100,293.40732,293.65,294.15,309.89697,311.8572,2884.4229,0,0,0,0,0.19582783,5284.058,312.10062,5665.0073,0,0,5679.5513,313.87256,320.32004,306.3332,3601.405,4667.213,300.62817,0.2426859,0,0,7.263441e-05,0,0,0,5284.058,0.01,286.15,0,2399.6355,0.376,0.33972907,0.000346
549000,293.31204,293.65,294.15,308.64716,311.75256,3271.883,0,0,0,0,0.19582102,4751.838,310.80554,6406.8403,0,0,6430.779,313.16452,320.4563,305.3004,3312.9885,4295.4263,299.95462,0.33796436,0,0,7.263441e-05,0,0,0,4751.838,0.01,286.15,0,1479.9547,0.376,0.33972907,0.000346
549900,293.24924,293.65,294.15,308.02103,311.64798,3488.7861,0,39.6107,0,0,0.19581422,3684.3396,310.13025,6820.598,0,0,6841.8696,312.85443,320.6171,304.79645,3187.6653,4116.7954,299.64053,0.40077055,0,0,7.263441e-05,0,0,0,3644.729,0.01,286.15,0,195.55347,0.376,0.33972907,0.000346
550800,293.2337,293.65,294.15,307.728,311.54346,3572.647,0,135.06195,0,0,0.19580743,3970.6155,309.8156,7015.7183,0,0,7000,312.71722,320.70197,304.56464,3126.7886,4023.6748,299.50296,0.4162851,0,0,7.263441e-05,0,0,0,3835.5535,0.01,286.15,0,397.96838,0.376,0.34158632,0.000346
551700,293.35544,293.65,294.15,307.574,311.43906,3562.12,0,239.70154,0,0,0.19580063,3682.573,309.63638,7019.2085,0,0,7000,312.56985,320.55856,304.46072,3052.1565,3986.5986,299.47507,0.29455316,0,0,7.263441e-05,0,0,0,3442.8716,0,283.15,0,120.4528,0.376,0.34158632,0.000346
552600,293.3764,293.65,294.15,307.47076,311.42358,3553.4612,0,300.68378,0,0,0.19579382,3675.9712,309.51733,7013.6196,0,0,7000,312.46326,320.44562,304.38385,3024.3835,3952.4966,299.44034,0.27358776,0,0,7.263441e-05,0,0,0,3375.2874,0.01,286.15,0,122.50988,0.376,0.34158632,0.000346
553500,293.3933,293.65,294.15,307.39883,311.31924,3546.8503,0,319.92563,0,0,0.19578703,3673.9539,309.43427,7009.519,0,0,7000,312.3888,320.3665,304.33127,3004.9111,3927.0022,299.4182,0.25668123,0,0,7.263441e-05,0,0,0,3354.0283,0,283.15,0,127.10358,0.376,0.34158632,0.000346
554400,293.41232,293.65,294.15,307.3501,311.30386,3541.7517,0,335.19812,0,0,0.19578023,5540.6533,309.37714,7006.421,0,0,7000,312.33817,320.31235,304.2973,2989.9915,3908.0364,299.4073,0.23766938,0,0,7.263441e-05,0,0,0,5205.4556,0,283.15,0,1998.902,0.376,0.34057328,0.000346
555300,293.41965,293.65,294.15,307.31717,311.28848,3535.918,0,345.77603,0,0,0.19577344,4691.2173,309.33838,7004.266,0,0,7000,312.3039,320.27563,304.27444,2982.8196,3891.6863,299.40024,0.23034167,0,0,7.263441e-05,0,0,0,4345.4414,0,283.15,0,1155.2993,0.376,0.34057328,0.000346
556200,293.44125,293.65,294.15,307.29736,311.2731,3528.5056,0,350.85815,0,0,0.19576663,3749.02,309.31354,7002.421,0,0,7000,312.283,320.2526,304.26364,2973.6064,3880.2683,299.40338,0.20873311,0,0,7.263441e-05,0,0,0,3398.1619,0.003333333,285.15,0,220.51439,0.376,0.34057328,0.000346
557100,293.46442,293.65,294.15,307.28894,311.23804,3521.1775,0,352.8873,0,0,0.19575983,3772.3547,309.30127,7001.007,0,0,7000,312.2737,320.2417,304.26196,2966.4326,3872.0127,299.41214,0.18558255,0,0,7.263441e-05,0,0,0,3419.4675,0,283.15,0,251.17729,0.376,0.34057328,0.000346
558000,293.48804,293.65,294.15,307.28842,311.2227,3515.4705,0,354.88245,0,0,0.19575304,3598.3333,309.29785,6999.9287,0,0,7000,312.27252,320.23932,304.2666,2960.8826,3865.9229,299.42465,0.16195184,0,0,7.263441e-05,0,0,0,3243.451,0,283.15,0,82.86299,0.376,0.3504716,0.000346
558900,293.51166,293.65,294.15,307.29337,311.20737,3511.9082,0,356.90607,0,0,0.19574624,3656.733,309.30048,6999.0913,0,0,7000,312.27695,320.24277,304.27548,2956.5598,3861.3289,299.4396,0.13834825,0,0,7.263441e-05,0,0,0,3299.827,0,283.15,0,144.82486,0.376,0.3504716,0.000346
559800,293.5352,293.65,294.15,307.30295,311.19205,3509.9536,0,358.988,0,0,0.19573945,3689.0376,309.30838,6998.467,0,0,7000,312.28616,320.25128,304.28806,2953.3057,3858.0247,299.4566,0.11482261,0,0,7.263441e-05,0,0,0,3330.0496,0.01,286.15,0,179.08401,0.376,0.3504716,0.000346
560700,293.55853,293.65,294.15,307.31622,311.0879,3509.5405,0,361.16663,0,0,0.19573265,3791.7734,309.3204,6998.0117,0,0,7000,312.29913,320.26373,304.30347,2950.9163,3855.7478,299.47516,0.09146536,0,0,7.263441e-05,0,0,0,3430.6067,0.01,286.15,0,282.23273,0.376,0.3504716,0.000346
561600,293.58163,293.65,294.15,307.33194,310.98383,3510.5925,0,363.47263,0,0,0.19572586,5285.4795,309.33524,6997.6777,0,0,7000,312.31467,320.2789,304.32077,2949.3435,3852.956,299.4951,0.06838046,0,0,7.263441e-05,0,0,0,4922.007,0,283.15,1480,294.88705,0.376,0.35148463,0.000346
562500,293.66815,293.65,294.15,307.35498,310.96872,3516.2598,0,365.98477,0,0,0.19571906,9224.579,309.3545,6996.3413,0,0,7000,312.3369,320.29962,304.3512,2926.8909,3859.4358,299.5366,0,0,0,7.263441e-05,0,0,0,8858.595,0,283.15,3700,2008.3193,0.376,0.35148463,0.000346
563400,293.6927,293.65,294.15,307.38113,310.95358,3526.826,0,368.7025,0,0,0.19571227,10149.571,309.38052,6996.249,0,0,7000,312.363,320.3256,304.3768,2927.0288,3860.6162,299.5614,0,0,0,7.263441e-05,0,0,0,9780.869,0,283.15,3700,2922.7454,0.376,0.35148463,0.000346
564300,293.7144,293.65,294.15,307.40656,310.93845,3537.9583,0,366.20044,0,0,0.19570547,8274.404,309.40622,6996.3623,0,0,7000,312.38846,320.3512,304.40158,2927.9282,3861.5718,299.58493,0,0,0,7.263441e-05,0,0,0,7908.204,0.008888889,328.15,246.66667,4489.7793,0.376,0.35148463,0.000346
565200,293.73557,293.65,294.15,307.24472,310.12283,3502.2502,0,353.6396,0,0,0.19569868,8709.268,309.2584,6505.689,0,0,7000,312.23474,319.639,304.3606,2924.2092,3857.1345,299.59866,0,0,0,7.263441e-05,0,0,0,8355.628,0,283.15,0,5207.0176,0.376,0.3504294,0.000346
566100,293.47238,293.65,294.15,303.36127,314.56857,3799.9075,0,331.8507,0,0,0.19569188,7608.6245,304.72614,6245.6157,0,0,7000,317.42767,324.53595,301.32516,2192.9878,2948.379,297.86935,0.17760856,0,0,7.263441e-05,0,0,0,7276.774,0,283.15,0,3808.717,0.376,0.3504294,0.000346
567000,293.11948,293.65,294.15,300.49667,318.92654,3310.6333,0,301.8055,0,0,0.19568509,5570.0317,301.51797,5661.4697,0,0,5774.477,321.97644,328.4199,298.97766,1636.0012,2199.2808,296.39966,0.53053623,0,0,7.263441e-05,0,0,0,5268.226,0,283.15,0,2259.3982,0.376,0.3504294,0.000346
567900,292.84546,293.65,294.15,298.3554,322.30264,2262.5623,0,267.99374,0,0,0.1956783,4262.832,299.11902,3920.5298,0,0,3950.0125,324.41776,328.8798,297.21844,1220.3481,1645.9266,295.2923,0.8045285,0,0,7.263441e-05,0,0,0,3994.8384,0,283.15,0,2000.2699,0.376,0.3504294,0.000346
568800,292.63315,293.65,294.15,296.7514,324.58798,1488.4333,0,234.25261,0,0,0.1956715,2933.2249,297.32373,2605.457,0,0,2598.1086,325.97424,328.93958,295.89856,909.44354,1237.4813,294.4566,1.0168377,0,0,7.263441e-05,0,0,0,2698.9722,0,283.15,0,1444.7915,0.376,0.357584,0.000346
569700,292.4011,293.65,294.15,295.541,326.10388,1205.2365,0,200.5608,0,0,0.1956647,1331.3257,295.9745,1916.7756,0,0,2100,327.13403,329.31555,294.89343,698.81506,926.2437,293.80222,1.2489178,0,0,7.263441e-05,0,0,0,1130.7649,0,283.15,0,126.089294,0.376,0.357584,0.000346
570600,292.26337,293.65,294.15,294.62558,327.42206,1208.4897,0,166.83371,0,0,0.19565791,1391.1162,294.95282,1896.9132,0,0,2100,328.5451,330.704,294.1368,524.9743,697.9911,293.31595,1.3866296,0,0,7.263441e-05,0,0,0,1224.2825,0.01,286.15,0,182.62645,0.376,0.357584,0.000346
571500,292.15347,293.65,294.15,293.93362,328.65558,1211.6987,0,133.04265,0,0,0.19565111,1471.2571,294.1812,1915.9182,0,0,2100,329.83368,332.01422,293.5633,394.54187,527.8526,292.94455,1.496512,0,0,7.263441e-05,0,0,0,1338.2144,0,283.15,0,259.55838,0.376,0.357584,0.000346
572400,292.06418,293.65,294.15,293.40842,329.97644,1213.7306,0,99.269905,0,0,0.19564432,1463.7543,293.5965,1904.2476,0,0,2100,331.18878,333.35605,293.1267,296.67496,401.1861,292.65903,1.5858135,0,0,7.263441e-05,0,0,0,1364.4844,0,283.15,0,250.0236,0.376,0.40036407,0.000346
573300,291.97668,293.65,294.15,293.00677,331.2954,1214.6776,0,65.94641,0,0,0.19563752,1468.4868,293.1511,1906.3047,0,0,2100,332.53442,334.704,292.79004,227.80852,304.64157,292.43344,1.6733114,0,0,7.263441e-05,0,0,0,1402.5403,0,283.15,0,253.80916,0.376,0.40036407,0.000346
574200,291.91397,293.65,294.15,292.698,332.6146,1215.3676,0,33.941162,0,0,0.19563073,1302.3262,292.80884,1907.7015,0,0,2100,333.86853,336.03973,292.53116,172.49808,233.14479,292.25986,1.736015,0,0,7.263441e-05,0,0,0,1268.385,0.01,286.15,0,86.958534,0.376,0.40036407,0.000346
575100,291.86075,293.65,294.15,292.45972,333.85083,1215.7721,0,-0,-0,-0,0.19562393,1313.4324,292.54547,1922.6455,0,0,2100,335.10168,337.2899,292.33032,130.82924,179.53311,292.12305,1.7892627,0,0,7.263441e-05,0,0,-0,1313.4324,0,283.15,0,97.6603,0.376,0.40036407,0.000346
576000,292.1777,293.65,294.15,297.4123,334.2171,3060.7742,0,0,0,0,0.19561715,3248.922,298.562,9089.677,0,0,7000,304.09952,314.44467,296.2864,1083.8586,1286.5038,294.35083,1.4723089,0,0,7.263441e-05,0,0,0,3248.922,0,283.15,0,188.14792,0.376,0.42626005,0.000346
576900,292.57452,293.65,294.15,299.88608,334.18365,3075.049,0,0,0,0,0.19561036,3372.2617,301.09317,6733.6543,0,0,7000,304.71802,312.38174,298.28104,1552.632,1948.8856,295.68756,1.0754722,0,0,7.263441e-05,0,0,0,3372.2617,0,283.15,0,297.2126,0.376,0.42626005,0.000346
577800,292.79385,293.65,294.15,301.58716,334.15024,3187.1184,0,0,0,0,0.19560356,3566.1309,302.97504,6771.6025,0,0,7000,306.4318,314.1387,299.6598,1875.944,2383.446,296.55515,0.8561356,0,0,7.263441e-05,0,0,0,3566.1309,0.01,286.15,0,379.0123,0.376,0.42626005,0.000346
578700,292.9631,293.65,294.15,302.8978,334.02774,3275.1565,0,0,0,0,0.19559677,3651.5818,304.4266,6822.7725,0,0,7000,307.77347,315.53864,300.7219,2124.4902,2718.0862,297.22275,0.68688416,0,0,7.263441e-05,0,0,0,3651.5818,0,283.15,0,376.42526,0.376,0.42626005,0.000346
579600,293.09857,293.65,294.15,303.912,333.99448,3341.6785,0,0,0,0,0.19558997,3725.032,305.54956,6862.8545,0,0,7000,308.81216,316.62296,301.54446,2315.5955,2975.681,297.74136,0.55142397,0,0,7.263441e-05,0,0,0,3725.032,0,283.15,0,383.35367,0.376,0.5130865,0.000346
580500,293.2729,293.65,294.15,304.70282,333.9612,3390.2368,0,0,0,0,0.1955832,3912.9688,306.42105,6892.6323,0,0,7000,309.62128,317.46594,302.19418,2440.6543,3182.9443,298.1664,0.37712672,0,0,7.263441e-05,0,0,0,3912.9688,0,283.15,0,522.7318,0.376,0.5130865,0.000346
581400,293.3673,293.65,294.15,305.31985,333.92798,3424.6619,0,0,0,0,0.1955764,3978.1858,307.10278,6916.452,0,0,7000,310.25287,318.12463,302.69653,2553.3765,3339.1592,298.48688,0.28267726,0,0,7.263441e-05,0,0,0,3978.1858,0,283.15,0,553.52386,0.376,0.5130865,0.000346
582300,293.44455,293.65,294.15,305.8003,333.89478,3447.3315,0,0,0,0,0.1955696,4695.764,307.63342,6934.946,0,0,7000,310.74463,318.63745,303.08865,2640.3691,3459.7217,298.73853,0.2054435,0,0,7.263441e-05,0,0,0,4695.764,0,283.15,740,508.4328,0.376,0.5130865,0.000346
583200,293.50934,293.65,294.15,306.17487,333.86157,3464.5142,0,0,0,0,0.19556282,7644.9795,308.04654,6949.17,0,0,7000,311.1279,319.0369,303.39526,2707.1536,3552.27,298.93723,0.14065535,0,0,7.263441e-05,0,0,0,7644.9795,0.01,295,3700,480.4653,0.376,0.53566897,0.000346
584100,293.57773,293.65,294.15,306.46964,333.4773,3478.0876,0,0,0,0,0.19555603,7613.659,308.3704,6959.8955,0,0,7000,311.42926,319.35046,303.63907,2754.0764,3625.6526,299.09967,0.0722731,0,0,7.263441e-05,0,0,0,7613.659,0.003333333,285.15,3700,435.5717,0.376,0.53566897,0.000346
585000,293.62592,293.65,294.15,306.70206,333.42487,3489.085,0,0,0,0,0.19554923,7443.2466,308.62573,6968.3374,0,0,7000,311.66684,319.59766,303.83096,2793.6013,3681.4346,299.2271,0.024087274,0,0,7.263441e-05,0,0,0,7443.2466,0.003333333,285.15,3700,254.16185,0.376,0.53566897,0.000346
585900,293.6673,293.65,294.15,306.88602,333.37234,3499.8225,0,0,0,0,0.19554245,7509.935,308.82742,6974.878,0,0,7000,311.8548,319.79306,303.98364,2824.2278,3724.517,299.32993,0,0,0,7.263441e-05,0,0,0,7509.935,0,283.15,3700,310.11252,0.376,0.53566897,0.000346
586800,293.70322,293.65,294.15,307.03305,333.3396,3512.479,0,0,0,0,0.19553566,7681.1904,308.98822,6979.958,0,0,7000,312.00494,319.94897,304.10638,2848.1702,3757.9788,299.41382,0,0,0,7.263441e-05,0,0,0,7681.1904,0.01,286.15,3700,468.71155,0.376,0.50029683,0.000346
587700,293.73413,293.65,294.15,307.15024,333.21802,3527.5872,0,0,0,0,0.19552886,8224.07,309.11603,6983.874,0,0,7000,312.1245,320.07303,304.2048,2866.862,3783.6604,299.48224,0,0,0,7.263441e-05,0,0,0,8224.07,0,283.15,3700,996.4829,0.376,0.50029683,0.000346
588600,293.76126,293.65,294.15,307.2447,333.18546,3544.09,0,0,0,0,0.19552208,8450.737,309.21872,6986.909,0,0,7000,312.22083,320.1728,304.2847,2881.5596,3803.4368,299.53882,0,0,0,7.263441e-05,0,0,0,8450.737,0,283.15,3453.3333,1453.3135,0.376,0.50029683,0.000346
589500,293.78555,293.65,294.15,307.32236,333.1529,3561.415,0,0,0,0,0.19551529,8864.637,309.30286,6989.2954,0,0,7000,312.29996,320.2546,304.35095,2893.3052,3818.8772,299.58667,0,0,0,7.263441e-05,0,0,0,8864.637,0,283.15,3700,1603.2214,0.376,0.50029683,0.000346
590400,293.80765,293.65,294.15,307.3866,333.12033,3578.824,0,0,0,0,0.1955085,8921.474,309.37216,6991.164,0,0,7000,312.36533,320.32214,304.40625,2902.67,3830.869,299.62753,0,0,0,7.263441e-05,0,0,0,8921.474,0,283.15,3700,1642.6499,0.376,0.4734511,0.000346
591300,293.88977,293.65,294.15,308.27887,333.08783,3443.3376,2061.8557,0,0,0,0.19550171,10834.766,310.44022,8506.357,0,2000,6548.073,314.36188,324.04315,305.11896,3066.0037,4036.69,300.03714,0,0,0,7.263441e-05,0,0,0,10834.766,0,283.15,3700,1629.572,0.376,0.4734511,0.000346
592200,293.98636,293.65,294.15,308.89096,333.05533,3366.8015,2061.8557,0,0,0,0.19549492,6320.7207,311.10336,8317.209,0,2000,6349.2827,314.82828,324.29428,305.6178,3179.0574,4195.3022,300.3604,0,0,0,7.263441e-05,0,0,0,6320.7207,0.017777778,295.15,0,892.06335,0.376,0.4734511,0.000346
