Time,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.ts_T_inside_min,sFH_FMU.ts_T_inside_max,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.res_elec,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.mFlow_DHW,sFH_FMU.TDem_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.table_HT_NT.y[1],sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.price_el
73800,293.73285,293.65,294.15,307.56863,322.967,3572.929,0,0,0,0,0.19944419,3797.0679,309.56808,6996.2876,0,0,7000,312.5505,320.51312,304.56345,2990.9956,3822.8289,299.72983,0,0,0,7.263441e-05,0,0,0,3797.0679,0.017777778,295.15,0,224.139,0.376,0.25722918,0.000346
74700,293.74603,293.65,294.15,307.59174,322.31058,3578.2283,0,0,0,0,0.19943726,3802.8892,309.59247,6996.7495,0,0,7000,312.5739,320.53708,304.58435,2993.1328,3825.8186,299.74728,0,0,0,7.263441e-05,0,0,0,3802.8892,0,283.15,0,224.66098,0.376,0.25722918,0.000346
75600,293.75833,293.65,294.15,307.6122,322.2871,3585.82,0,0,0,0,0.19943033,3849.2612,309.6139,6997.114,0,0,7000,312.59457,320.55817,304.60306,2994.81,3828.971,299.76294,0,0,0,7.263441e-05,0,0,0,3849.2612,0,283.15,0,263.4411,0.376,0.21655962,0.000346
76500,293.7258,293.65,294.15,307.92368,322.2634,3525.7715,2061.8557,0,0,0,0.1994234,6262.763,310.0187,8607.966,0,2000,6741.951,314.058,323.85492,304.82523,3057.9802,3876.2341,299.8571,0,0,0,7.263441e-05,0,0,0,6262.763,0.01,286.15,0,675.13617,0.376,0.21655962,0.000346
77400,293.81436,293.65,294.15,308.6765,322.15082,3386.0874,2061.8557,0,0,0,0.19941649,5929.235,310.86642,8373.988,0,2000,6410.31,314.65823,324.18887,305.44977,3209.4639,4076.4543,300.2494,0,0,0,7.263441e-05,0,0,0,5929.235,0.046666667,297.15,0,481.2921,0.376,0.21655962,0.000346
78300,293.88538,293.65,294.15,309.14365,320.1909,3331.5085,2061.8557,0,0,0,0.19940956,5846.4844,311.3743,8237.98,0,2000,6260.6704,315.02127,324.3971,305.82993,3296.131,4198.096,300.49417,0,0,0,7.263441e-05,0,0,0,5846.4844,0,283.15,0,453.1202,0.376,0.21655962,0.000346
79200,293.93616,291.15,291.65,309.4335,320.16962,1120.9005,2061.8557,0,0,0,0.19940263,3478.9282,308.8779,8128.477,0,2000,2100,315.23074,324.48193,299.6088,3348.6763,4272.067,300.65027,2.2861454,0,0,7.263441e-05,0,0,0,3478.9282,0,283.15,0,296.17197,0.316,0.20569047,0.000346
80100,292.3744,291.15,291.65,313.11514,320.14755,1044.3822,2061.8557,0,0,0,0.19939572,3514.4492,302.3326,4013.2644,0,2000,2100,315.69986,320.26743,293.06354,211.753,292.00128,292.79895,0.72439003,0,0,7.263441e-05,0,0,0,3514.4492,0,283.15,0,408.21146,0.316,0.20569047,0.000346
81000,292.0031,291.15,291.65,315.76123,320.12546,1082.688,2061.8557,0,0,0,0.19938879,3564.538,301.9215,3727.6758,0,2000,2100,318.11493,322.35748,292.6524,64.074165,-3.4141192,292.1316,0.35312426,0,0,7.263441e-05,0,0,0,3564.538,0,283.15,0,419.99432,0.316,0.20569047,0.000346
81900,291.931,291.15,291.65,318.34326,320.10342,1129.8622,2061.8557,0,0,0,0.19938187,3477.1655,301.8644,3723.6963,0,2000,2100,320.72168,324.9597,292.59534,50.595177,-32.118332,292.03244,0.28100032,0,0,7.263441e-05,0,0,0,3477.1655,0,283.15,0,285.4476,0.316,0.20569047,0.000346
82800,291.8915,291.15,291.65,320.9235,320.0814,1176.9863,2061.8557,0,0,0,0.19937494,3457.4116,301.8417,3725.193,0,2000,2100,323.31967,327.55942,292.57263,48.64894,-35.27634,291.9891,0.24151841,0,0,7.263441e-05,0,0,0,3457.4116,0,283.15,0,218.5697,0.316,0.17973119,0.000346
83700,291.85596,291.15,291.65,323.50266,320.0594,0,0,0,0,0,0.19936801,101.66068,301.82278,0,0,0,0,326.8961,330.14642,292.5537,47.86926,-35.884277,291.95203,0.20596269,0,0,7.263441e-05,0,0,0,101.66068,0,283.15,0,101.66068,0.316,0.17973119,0.000346
84600,291.82138,291.15,291.65,323.53967,320.03738,0,0,0,0,0,0.1993611,61.982937,301.8046,0,0,0,0,326.8961,330.14642,292.53552,47.23657,-36.2302,291.91626,0.17138411,0,0,7.263441e-05,0,0,0,61.982937,0,283.15,0,61.982937,0.316,0.17973119,0.000346
85500,291.7874,291.15,291.65,323.5145,320.01538,0,0,0,0,0,0.19935417,60.720516,301.78674,0,0,0,0,326.8961,330.14642,292.51767,46.64084,-36.55038,291.88116,0.13741662,0,0,7.263441e-05,0,0,0,60.720516,0,283.15,0,60.720516,0.316,0.17973119,0.000346
86400,291.75397,291.15,291.65,323.48935,319.9934,0,0,0,0,0,0.19934726,60.745964,301.76923,0,0,0,0,326.8961,330.14642,292.50012,45.964333,-36.20656,291.84647,0.10397739,0,0,7.263441e-05,0,0,0,60.745964,0,283.15,0,60.745964,0.316,0.12046801,0.000346
87300,291.67877,291.15,291.65,323.46423,319.97147,0,0,0,0,0,0.19934033,60.314365,301.74155,0,0,0,0,326.8961,330.14642,292.47247,55.868263,-44.55039,291.79077,0.028758066,0,0,7.263441e-05,0,0,0,60.314365,0,283.15,0,60.314365,0.316,0.12046801,0.000346
88200,291.64154,291.15,291.65,323.43912,319.94952,0,0,0,0,0,0.19933341,61.353294,301.7216,0,0,0,0,326.8961,330.14642,292.45248,55.106907,-46.568207,291.75204,0,0,0,7.263441e-05,0,0,0,61.353294,0,283.15,0,61.353294,0.316,0.12046801,0.000346
89100,291.60623,291.15,291.65,323.41403,319.9276,0,0,0,0,0,0.19932649,61.427036,301.70343,0,0,0,0,326.8961,330.14642,292.43433,54.907585,-47.296234,291.7163,0,0,0,7.263441e-05,0,0,0,61.427036,0,283.15,0,61.427036,0.316,0.12046801,0.000346
90000,291.57126,291.15,291.65,323.38895,319.9057,0,0,0,0,0,0.19931957,61.566734,301.68555,0,0,0,0,326.8961,330.14642,292.41647,54.776836,-47.93374,291.6811,0,0,0,7.263441e-05,0,0,0,61.566734,0,283.15,0,61.566734,0.316,0.11099181,0.000346
90900,291.53656,291.15,291.65,323.3639,319.88382,0,0,0,0,0,0.19931264,61.263332,301.66788,0,0,0,0,326.8961,330.14642,292.39877,54.66917,-48.5279,291.64618,0,0,0,7.263441e-05,0,0,0,61.263332,0,283.15,0,61.263332,0.316,0.11099181,0.000346
91800,291.5017,291.15,291.65,323.33887,319.86194,0,0,0,0,0,0.19930573,60.642258,301.6502,0,0,0,0,326.8961,330.14642,292.3811,54.649925,-49.149868,291.6113,0,0,0,7.263441e-05,0,0,0,60.642258,0,283.15,0,60.642258,0.316,0.11099181,0.000346
92700,291.46704,291.15,291.65,323.31387,319.8401,0,0,0,0,0,0.19929881,61.15678,301.6326,0,0,0,0,326.8961,330.14642,292.3635,54.620068,-49.8124,291.57657,0,0,0,7.263441e-05,0,0,0,61.15678,0,283.15,0,61.15678,0.316,0.11099181,0.000346
93600,291.4331,291.15,291.65,323.28888,319.81824,0,0,0,0,0,0.19929188,61.52766,301.61523,0,0,0,0,326.8961,330.14642,292.34613,54.47902,-50.4365,291.54233,0,0,0,7.263441e-05,0,0,0,61.52766,0,283.15,0,61.52766,0.316,0.103351764,0.000346
94500,291.40067,291.15,291.65,323.26392,319.79642,0,0,0,0,0,0.19928497,60.596165,301.59833,0,0,0,0,326.8961,330.14642,292.32925,54.077984,-50.957294,291.50906,0,0,0,7.263441e-05,0,0,0,60.596165,0,283.15,0,60.596165,0.316,0.103351764,0.000346
95400,291.37012,291.15,291.65,323.23895,319.7746,0,0,0,0,0,0.19927804,61.164703,301.58212,0,0,0,0,326.8961,330.14642,292.31305,53.40909,-51.21508,291.4772,0,0,0,7.263441e-05,0,0,0,61.164703,0,283.15,0,61.164703,0.316,0.103351764,0.000346
96300,291.34064,291.15,291.65,323.21405,319.7528,0,0,0,0,0,0.19927113,58.895485,301.56644,0,0,0,0,326.8961,330.14642,292.29733,52.686794,-51.243465,291.4463,0,0,0,7.263441e-05,0,0,0,58.895485,0,283.15,0,58.895485,0.316,0.103351764,0.000346
97200,291.31104,291.15,291.65,323.18912,319.73102,0,0,0,0,0,0.19926421,97.18137,301.55084,0,0,0,0,326.8961,330.14642,292.28174,52.112144,-51.2301,291.4155,0,0,0,7.263441e-05,0,0,0,97.18137,0,283.15,0,97.18137,0.316,0.07374128,0.000346
98100,291.28067,291.15,291.65,323.16425,319.70926,0,0,0,0,0,0.19925728,130.2588,301.5351,0,0,0,0,326.8961,330.14642,292.266,51.72798,-51.328644,291.3844,0,0,0,7.263441e-05,0,0,0,130.2588,0,283.15,0,130.2588,0.316,0.07374128,0.000346
99000,291.2501,291.15,291.65,323.13937,319.6875,0,0,0,0,0,0.19925037,125.701416,301.51926,0,0,0,0,326.8961,330.14642,292.25018,51.390953,-51.53793,291.35312,0,0,0,7.263441e-05,0,0,0,125.701416,0,283.15,0,125.701416,0.316,0.07374128,0.000346
99900,291.2196,291.15,291.65,323.11453,319.66577,0,0,0,0,0,0.19924346,216.35336,301.50348,0,0,0,0,326.8961,330.14642,292.2344,51.054394,-51.781883,291.32196,0,0,0,7.263441e-05,0,0,0,216.35336,0,283.15,0,216.35336,0.316,0.07374128,0.000346
100800,291.18945,291.15,291.65,323.0897,319.64407,0,0,0,0,0,0.19923654,166.76933,301.48782,0,0,0,0,326.8961,330.14642,292.21875,50.679893,-52.014977,291.29108,0,0,0,7.263441e-05,0,0,0,166.76933,0,283.15,0,166.76933,0.316,0.06238673,0.000346
101700,291.15985,291.15,291.65,323.06488,319.62238,0,0,0,0,0,0.19922961,152.76564,301.47238,0,0,0,0,326.8961,330.14642,292.2033,50.248085,-52.205498,291.2606,0,0,0,7.263441e-05,0,0,0,152.76564,0,283.15,0,152.76564,0.316,0.06238673,0.000346
102600,291.92142,291.15,291.65,320.46188,319.60068,0,0,0,0,0,0.1992227,144.84676,308.79446,0,0,0,0,326.8961,330.14642,293.53168,707.45905,943.09753,293.33987,0.27141863,0,0,7.263441e-05,0,0,0,144.84676,0,283.15,0,144.84676,0.316,0.06238673,0.000346
103500,291.23083,291.15,291.65,320.43927,319.579,0,0,0,0,0,0.19921578,63.58293,307.56494,0,0,0,0,326.8961,330.14642,292.30212,91.2808,34.729984,291.41385,0,0,0,7.263441e-05,0,0,0,63.58293,0,283.15,0,63.58293,0.316,0.06238673,0.000346
104400,292.0314,291.15,291.65,317.9734,319.55734,0,0,0,0,0,0.19920887,61.65177,308.8572,0,0,0,0,326.8961,330.14642,294.07333,1058.449,1362.846,294.1536,0.3813967,0,0,7.263441e-05,0,0,0,61.65177,0,283.15,0,61.65177,0.316,0.07169408,0.000346
105300,291.23508,291.15,291.65,317.95267,319.5357,0,0,0,0,0,0.19920196,62.451572,307.11145,0,0,0,0,326.8961,330.14642,292.32758,106.46776,66.57107,291.44855,0,0,0,7.263441e-05,0,0,0,62.451572,0,283.15,0,62.451572,0.316,0.07169408,0.000346
106200,291.88678,291.15,291.65,315.51855,319.5141,0,0,0,0,0,0.19919503,62.7981,307.6392,0,0,0,0,326.8961,330.14642,293.5719,748.2632,998.59924,293.38705,0.23677859,0,0,7.263441e-05,0,0,0,62.7981,0,283.15,0,62.7981,0.316,0.07169408,0.000346
107100,291.17676,291.15,291.65,315.4997,319.4925,0,0,0,0,0,0.19918811,1256.102,306.34247,0,0,0,0,326.8961,330.14642,292.27518,90.75454,39.934097,291.3587,0,0,0,7.263441e-05,0,0,0,1256.102,0,283.15,0,1256.102,0.316,0.07169408,0.000346
108000,291.59662,291.15,291.65,313.12305,319.4709,0,0,0,0,0,0.1991812,1905.4585,305.97043,0,0,0,0,326.8961,330.14642,292.90878,380.2413,514.7945,292.359,0,0,0,7.263441e-05,0,0,0,1905.4585,0,283.15,0,1905.4585,0.376,0.07285487,0.000346
108900,291.81808,291.15,291.65,310.82202,319.4493,0,0,0,0,0,0.19917428,1357.0201,308.45566,0,0,0,0,326.8961,330.14642,296.64697,3039.2583,3345.7068,297.91183,0.16809799,0,0,7.263441e-05,0,0,0,1357.0201,0,283.15,0,1357.0201,0.376,0.07285487,0.000346
109800,291.30035,291.15,291.65,310.8074,319.42776,0,0,0,0,0,0.19916737,290.18365,304.26883,0,0,0,0,326.8961,330.14642,292.4601,172.80928,192.91357,291.64682,0,0,0,7.263441e-05,0,0,0,290.18365,0,283.15,0,290.18365,0.376,0.07285487,0.000346
110700,291.7807,291.15,291.65,308.60187,319.40622,0,0,0,0,0,0.19916046,160.69646,303.87643,0,0,0,0,326.8961,330.14642,293.4797,721.37823,956.9308,293.22708,0.13069779,0,0,7.263441e-05,0,0,0,160.69646,0,283.15,0,160.69646,0.376,0.07285487,0.000346
111600,291.43506,291.15,291.65,307.00507,319.38467,0,0,0,0,0,0.19915354,351.05713,312.35477,0,0,0,0,326.8961,330.14642,303.22403,2692.8599,2810.1333,296.83426,0,0,0,7.263441e-05,0,0,0,351.05713,0.05666667,300.15,0,351.05713,0.376,0.0882194,0.000346
112500,291.56787,291.15,291.65,306.58688,316.5086,0,0,0,0,0,0.19914663,393.35873,301.5937,0,0,0,0,326.8961,330.14642,292.5426,119.57581,260.77213,291.80762,0,0,0,7.263441e-05,0,0,0,393.35873,0,283.15,0,393.35873,0.376,0.0882194,0.000346
113400,291.3135,291.15,291.65,306.5748,316.4905,0,0,0,0,0,0.19913971,1419.6086,301.27698,0,0,0,0,326.8961,330.14642,292.2259,-3.7503512,31.61801,291.2974,0,0,0,7.263441e-05,0,0,0,1419.6086,0.01,286.15,0,1419.6086,0.376,0.0882194,0.000346
114300,291.27237,291.15,291.65,306.56274,316.38232,0,0,0,0,0,0.1991328,2251.6638,301.23065,0,0,0,0,326.8961,330.14642,292.1796,-6.8859944,2.7942197,291.21603,0,0,0,7.263441e-05,0,0,0,2251.6638,0,283.15,0,2251.6638,0.376,0.0882194,0.000346
115200,291.25247,293.65,294.15,306.5507,316.36313,1202.5433,0,0,0,0,0.19912589,2470.6697,311.2521,3726.2488,0,0,2100,325.9055,330.14642,291.17584,-6.7559476,-2.9917164,291.18484,2.3975303,0,0,7.263441e-05,0,0,0,2470.6697,0.01,286.15,0,1268.1263,0.376,0.10330955,0.000346
116100,292.91034,293.65,294.15,306.03366,316.25504,3464.6667,0,0,0,0,0.19911897,3794.7683,307.9261,6997.124,0,0,7000,311.0369,319.0005,303.16495,2824.3987,3661.4517,298.5733,0.7396473,0,0,7.263441e-05,0,0,0,3794.7683,0.01,286.15,0,330.1014,0.376,0.10330955,0.000346
117000,293.01163,293.65,294.15,306.2338,316.14706,3470.9556,0,0,0,0,0.19911206,3771.021,308.17447,6974.9976,0,0,7000,311.2028,319.14117,303.33722,2832.1572,3705.8203,298.69016,0.638369,0,0,7.263441e-05,0,0,0,3771.021,0.01,286.15,0,300.06558,0.376,0.10330955,0.000346
117900,293.05804,293.65,294.15,306.38812,316.03915,3478.3171,0,36.75798,0,0,0.19910514,5396.51,308.34055,6978.9126,0,0,7000,311.35934,319.30222,303.4668,2854.9075,3738.986,298.7822,0.5919431,0,0,7.263441e-05,0,0,0,5359.7515,0.01,286.15,0,1918.1926,0.376,0.10330955,0.000346
118800,293.1037,293.65,294.15,306.51404,315.93134,3481.2559,0,134.08415,0,0,0.19909823,5459.9575,308.47675,6982.678,0,0,7000,311.48758,319.43472,303.57498,2871.7207,3765.0999,298.86154,0.54629105,0,0,7.263441e-05,0,0,0,5325.873,0.01,286.15,0,1978.7017,0.376,0.12665181,0.000346
119700,293.0883,293.65,294.15,306.61346,315.8236,3473.3513,0,262.0697,0,0,0.19909132,4887.0405,308.58676,6986.5337,0,0,7000,311.58932,319.54086,303.6553,2904.5059,3776.0645,298.91187,0.56169915,0,0,7.263441e-05,0,0,0,4624.9707,0,283.15,0,1413.6893,0.376,0.12665181,0.000346
120600,293.13675,293.65,294.15,306.69598,315.80484,3455.2827,0,385.94836,0,0,0.1990844,3637.6477,308.6743,6988.4253,0,0,7000,311.67303,319.6267,303.72986,2910.9614,3788.9082,298.97327,0.513237,0,0,7.263441e-05,0,0,0,3251.6992,0.01,286.15,0,182.36487,0.376,0.12665181,0.000346
121500,293.18765,293.65,294.15,306.76913,315.6972,3435.3123,0,506.4154,0,0,0.19907749,3749.393,308.75085,6989.694,0,0,7000,311.74698,319.7021,303.79724,2914.5942,3798.6487,299.03146,0.46234506,0,0,7.263441e-05,0,0,0,3242.9775,0,283.15,0,314.08084,0.376,0.12665181,0.000346
122400,293.24213,293.65,294.15,306.8173,315.67853,3350.5771,0,637.87274,0,0,0.19907057,3671.5022,308.79602,6900.618,0,0,6877.6333,311.73566,319.58942,303.84665,2912.8088,3802.0413,299.08234,0.40787712,0,0,7.263441e-05,0,0,0,3033.6294,0,283.15,0,320.92502,0.376,0.14792576,0.000346
123300,293.29044,293.65,294.15,306.816,315.65985,3308.6846,0,764.5393,0,0,0.19906366,3626.5315,308.78528,6837.332,0,0,6824.169,311.68622,319.46793,303.8552,2901.3699,3792.2559,299.10773,0.35956585,0,0,7.263441e-05,0,0,0,2861.9922,0,283.15,0,317.847,0.376,0.14792576,0.000346
124200,293.33337,293.65,294.15,306.80212,315.64117,3285.861,0,871.65717,0,0,0.19905674,3562.2778,308.763,6805.2134,0,0,6795.766,311.64856,319.3937,303.85303,2888.3643,3778.887,299.12457,0.3166187,0,0,7.263441e-05,0,0,0,2690.6208,0.003333333,285.15,0,276.41678,0.376,0.14792576,0.000346
125100,293.3624,293.65,294.15,306.7854,315.60278,3258.26,0,892.0507,0,0,0.19904985,3630.494,308.73892,6772.6045,0,0,6758.55,311.60922,319.3173,303.84586,2877.932,3769.178,299.13266,0.28761682,0,0,7.263441e-05,0,0,0,2738.443,0,283.15,0,372.23407,0.376,0.14792576,0.000346
126000,293.3748,293.65,294.15,306.7547,315.58417,3204.7405,0,814.2335,0,0,0.19904293,3411.1018,308.70023,6712.6895,0,0,6684.9,311.53738,319.17725,303.8249,2869.0872,3757.8071,299.12732,0.27522555,0,0,7.263441e-05,0,0,0,2596.8684,0,283.15,0,206.36122,0.376,0.13984251,0.000346
126900,293.38364,293.65,294.15,306.6944,315.56555,3132.3992,0,713.8959,0,0,0.19903602,3196.9934,308.6275,6626.0073,0,0,6591.0166,311.41534,318.95654,303.78015,2854.834,3739.235,299.1076,0.26635802,0,0,7.263441e-05,0,0,0,2483.0974,0,283.15,0,64.594154,0.376,0.13984251,0.000346
127800,293.39465,293.65,294.15,306.60422,315.54694,3055.7131,0,674.549,0,0,0.1990291,3433.798,308.52094,6534.8413,0,0,6495.1577,311.25998,318.69742,303.7123,2833.5002,3711.3164,299.07587,0.25533938,0,0,7.263441e-05,0,0,0,2759.249,0.01,286.15,0,378.08478,0.376,0.13984251,0.000346
128700,293.41446,293.65,294.15,306.49225,315.4395,2975.796,0,741.12103,0,0,0.1990222,3653.3643,308.389,6440.224,0,0,6397.12,311.08044,318.41022,303.62906,2805.111,3675.693,299.03876,0.23553014,0,0,7.263441e-05,0,0,0,2912.2432,0.01,286.15,0,677.5684,0.376,0.13984251,0.000346
129600,293.43945,293.65,294.15,306.36478,315.33212,2893.901,0,858.28864,0,0,0.19901529,3019.0986,308.23892,6343.224,0,0,6297.7466,310.88376,318.10312,303.53445,2772.0457,3634.0237,298.99744,0.2105565,0,0,7.263441e-05,0,0,0,2160.8098,0,283.15,0,125.19764,0.376,0.13621242,0.000346
130500,293.5294,293.65,294.15,306.22726,315.31375,2790.348,0,959.6717,0,0,0.19900838,2985.5808,308.073,6222.8594,0,0,6164.952,310.6622,317.7446,303.4397,2713.9063,3597.3198,298.9708,0.12061064,0,0,7.263441e-05,0,0,0,2025.9092,0,283.15,0,195.2331,0.376,0.13621242,0.000346
131400,293.55408,293.65,294.15,306.06442,315.29532,2676.07,0,982.92944,0,0,0.19900146,2912.222,307.88083,6082.5728,0,0,6019.927,310.3991,317.3218,303.3169,2672.7993,3549.4595,298.9131,0.0959165,0,0,7.263441e-05,0,0,0,1929.2926,0,283.15,0,236.15202,0.376,0.13621242,0.000346
132300,293.56665,293.65,294.15,305.87695,315.27692,2576.4727,0,938.98413,0,0,0.19899456,2862.8955,307.66296,5957.711,0,0,5900.706,310.12103,316.9016,303.17258,2629.365,3496.133,298.83856,0.08335122,0,0,7.263441e-05,0,0,0,1923.9115,0.008888889,289.15,0,286.42288,0.376,0.13621242,0.000346
133200,293.57257,293.65,294.15,305.68564,315.10052,2512.0935,0,879.4722,0,0,0.19898765,2829.9573,307.44327,5877.2554,0,0,5837.1147,309.86978,316.5588,303.0238,2586.5225,3441.39,298.75858,0.07744174,0,0,7.263441e-05,0,0,0,1950.485,0,283.15,0,317.86353,0.376,0.099109635,0.000346
134100,293.58847,293.65,294.15,305.51917,315.08234,2479.669,0,805.15393,0,0,0.19898073,2871.297,307.25345,5843.985,0,0,5817.206,309.67862,316.3298,302.89548,2544.9807,3394.642,298.6912,0.06151471,0,0,7.263441e-05,0,0,0,2066.1433,0,283.15,0,391.62827,0.376,0.099109635,0.000346
135000,293.5918,293.65,294.15,305.38876,315.0641,2464.642,0,716.55853,0,0,0.19897383,2817.9707,307.10596,5834.32,0,0,5817.9375,309.54102,316.18118,302.79398,2515.7515,3356.0352,298.6359,0.058211673,0,0,7.263441e-05,0,0,0,2101.412,0,283.15,0,353.3287,0.376,0.099109635,0.000346
135900,293.59592,293.65,294.15,305.29495,315.04587,2461.164,0,615.5317,0,0,0.19896692,2778.7856,307.00024,5838.892,0,0,5830.2993,309.4505,316.0959,302.72147,2494.3723,3327.1929,298.59717,0.054072116,0,0,7.263441e-05,0,0,0,2163.254,0,283.15,0,317.6216,0.376,0.099109635,0.000346
136800,293.601,293.65,294.15,305.23337,315.02765,2464.2124,0,508.28412,0,0,0.19896,2753.105,306.93094,5850.4023,0,0,5847.0225,309.39746,316.05594,302.6745,2479.6743,3308.3213,298.57278,0.048981875,0,0,7.263441e-05,0,0,0,2244.8208,0,283.15,0,288.89264,0.376,0.08444157,0.000346
137700,293.5434,293.65,294.15,305.19095,315.00943,2467.8105,0,402.27554,0,0,0.1989531,2631.3706,306.88678,5862.634,0,0,5860.381,309.3641,316.0365,302.6353,2491.5608,3287.4746,298.539,0.10660097,0,0,7.263441e-05,0,0,0,2229.0952,0,283.15,0,163.56017,0.376,0.08444157,0.000346
138600,293.54822,293.65,294.15,305.1644,314.99124,2470.9368,0,304.91034,0,0,0.1989462,2671.637,306.857,5871.161,0,0,5870.5317,309.34406,316.02615,302.61612,2485.112,3276.7908,298.5309,0.101775505,0,0,7.263441e-05,0,0,0,2366.7266,0.01,305,0,200.70021,0.376,0.08444157,0.000346
139500,293.55762,293.65,294.15,305.15234,314.32562,2475.6912,0,214.93944,0,0,0.1989393,2675.822,306.84268,5879.305,0,0,5880.9395,309.33792,316.0293,302.60886,2480.4797,3270.0444,298.53104,0.09236884,0,0,7.263441e-05,0,0,0,2460.8826,0,283.15,0,200.131,0.376,0.08444157,0.000346
140400,293.5678,293.65,294.15,305.152,314.30823,2484.7483,0,133.0179,0,0,0.19893238,2680.2476,306.8415,5891.4995,0,0,5896.293,309.3462,316.05142,302.61087,2478.1306,3266.8335,298.5365,0.08217604,0,0,7.263441e-05,0,0,0,2547.2295,0,283.15,0,195.49925,0.376,0.061437,0.000346
141300,293.56567,293.65,294.15,305.16116,314.29056,2497.2102,0,69.42454,0,0,0.19892548,2694.2544,306.8519,5908.2495,0,0,5914.89,309.3673,316.09164,302.61896,2482.3381,3264.2847,298.5428,0.08433552,0,0,7.263441e-05,0,0,0,2624.8298,0,283.15,0,197.04425,0.376,0.061437,0.000346
142200,293.578,293.65,294.15,305.17984,314.27292,2510.9023,0,33.123184,0,0,0.19891857,2699.907,306.87216,5925.5835,0,0,5933.6147,309.39847,316.14252,302.63638,2483.756,3265.264,298.55795,0.07201094,0,0,7.263441e-05,0,0,0,2666.784,0.01,286.15,0,189.00471,0.376,0.061437,0.000346
143100,293.59286,293.65,294.15,305.20712,314.1664,2525.4314,0,-0,-0,-0,0.19891165,2722.9524,306.90176,5942.937,0,0,5952.0156,309.43823,316.20203,302.66098,2486.3845,3268.3594,298.5781,0.057146337,0,0,7.263441e-05,0,0,-0,2722.9524,0,283.15,0,197.52081,0.376,0.061437,0.000346
144000,293.60883,293.65,294.15,305.2406,314.1489,2540.7046,0,0,0,0,0.19890475,3952.6802,306.93817,5960.473,0,0,5970.3687,309.48428,316.26804,302.69067,2490.0942,3273.0093,298.6015,0.04116272,0,0,7.263441e-05,0,0,0,3952.6802,0,283.15,986.6667,425.30902,0.376,0.06914037,0.000346
144900,293.62546,293.65,294.15,305.28116,314.13138,2565.9707,0,0,0,0,0.19889785,6732.4233,306.98276,5988.2334,0,0,6004.504,309.5439,316.35925,302.72598,2495.1416,3279.3496,298.62827,0.024528775,0,0,7.263441e-05,0,0,0,6732.4233,0,283.15,3700,466.45288,0.376,0.06914037,0.000346
145800,293.64282,293.65,294.15,305.33392,314.11383,2598.389,0,0,0,0,0.19889094,6792.7026,307.04153,6027.1494,0,0,6046.207,309.6244,316.48404,302.771,2502.636,3288.625,298.66064,0.0071840663,0,0,7.263441e-05,0,0,0,6792.7026,0.01,286.15,3700,494.31354,0.376,0.06914037,0.000346
146700,293.66153,293.65,294.15,305.39774,314.00748,2626.813,0,0,0,0,0.19888404,4403.9023,307.1125,6061.2446,0,0,6078.3413,309.71317,316.6116,302.825,2512.292,3300.8079,298.69873,0,0,0,7.263441e-05,0,0,0,4403.9023,0,283.15,1233.3334,543.7559,0.376,0.06914037,0.000346
147600,293.68146,293.65,294.15,305.4633,313.99008,2640.9766,0,0,0,0,0.19887713,6897.9146,307.18457,6076.9395,0,0,6086.8237,309.79102,316.70734,302.88074,2522.3523,3312.449,298.73883,0,0,0,7.263441e-05,0,0,0,6897.9146,0,283.15,3700,556.93805,0.376,0.09068869,0.000346
148500,293.7663,293.65,294.15,305.52124,313.97266,2623.4482,0,0,0,0,0.19887023,6927.167,307.2428,6051.5522,0,0,6045.942,309.8331,316.7205,302.9384,2508.1445,3329.82,298.79517,0,0,0,7.263441e-05,0,0,0,6927.167,0,283.15,3700,603.71857,0.376,0.09068869,0.000346
